weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weekday_7,temp,cost,price,sales
0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.6,0.5,5.8,183.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.5,1.0,4.6,192.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.3,0.3,5.8,177.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.1,0.5,5.4,211.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.8,0.3,4.7,190.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.3,0.3,6.6,188.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.8,0.5,4.0,189.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7,0.5,7.1,222.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.2,1.5,7.1,201.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.7,0.3,4.9,175.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.2,0.3,6.3,229.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.5,0.3,4.2,184.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.3,1.5,6.0,193.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.5,1.0,5.3,181.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.3,1.0,5.3,198.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.7,1.0,7.6,203.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.6,1.5,6.1,196.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.2,0.5,5.0,190.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.2,0.3,5.2,192.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.3,1.5,7.4,204.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.7,1.5,7.6,214.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.8,1.0,7.0,180.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.3,1.0,5.2,197.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.6,1.0,7.4,201.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.3,1.5,7.0,190.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,1.0,6.0,174.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.5,0.5,5.4,204.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.6,1.0,5.7,211.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.4,1.0,6.4,187.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.8,1.5,6.9,216.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.5,5.4,237.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.1,1.0,6.3,204.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.8,1.5,5.4,198.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.1,0.5,4.2,182.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.2,1.0,4.7,218.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.7,1.5,7.3,220.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.6,1.0,5.9,188.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.8,1.5,5.9,199.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.9,1.0,7.7,180.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.9,0.3,4.6,200.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.5,1.0,4.5,208.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.1,1.5,7.0,167.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,1.0,7.1,179.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.9,0.3,5.8,188.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.9,0.5,5.8,194.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.5,4.8,202.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.1,0.5,6.9,184.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.5,6.0,177.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.9,1.5,6.1,184.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.8,1.0,4.6,185.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.6,1.0,5.1,187.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.5,1.5,6.3,223.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.5,6.4,234.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.5,5.1,248.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.1,1.0,6.8,199.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.3,1.5,6.5,229.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.6,1.0,6.5,180.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.6,0.3,6.2,197.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,1.5,5.6,204.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.7,0.5,4.3,213.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.3,0.3,5.4,174.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,0.3,6.5,231.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.3,0.5,4.7,201.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.2,0.3,7.0,224.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.3,1.0,5.1,192.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,1.5,8.0,199.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.4,1.0,5.9,190.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.1,0.3,3.9,200.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.5,1.5,7.1,212.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.3,7.6,221.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.8,0.5,4.9,189.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.4,1.0,4.4,196.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.5,0.5,6.5,166.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.8,0.3,4.7,211.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.6,1.0,6.8,189.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.6,0.3,4.7,176.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,0.3,6.4,231.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.2,1.0,6.2,197.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,1.0,7.5,175.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.7,0.3,6.2,174.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,1.5,6.7,224.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.4,1.5,5.4,224.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.7,0.3,5.9,181.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.8,0.5,6.0,235.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.4,0.3,7.0,224.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.9,0.5,5.1,235.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.4,1.5,7.2,199.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.9,0.3,6.2,182.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,1.5,5.9,221.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.3,0.3,5.1,244.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,1.5,7.6,204.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,7.8,198.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.6,0.5,5.5,234.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.3,5.2,239.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.3,0.3,4.9,178.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.7,1.5,5.5,226.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.9,1.0,6.7,174.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.5,0.3,6.1,193.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.4,1.0,5.6,190.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.6,0.3,6.0,182.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.4,1.0,6.6,203.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.5,1.0,7.8,205.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.8,0.5,5.1,184.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.8,1.0,7.3,191.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.9,1.5,6.5,189.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.7,1.5,6.9,184.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.3,0.5,5.1,181.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.9,0.3,6.6,175.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.6,1.5,8.5,180.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.9,0.5,6.1,191.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,7.2,231.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.9,1.0,6.2,187.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.5,1.5,6.6,191.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.7,0.5,4.7,206.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.5,4.7,195.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.4,1.0,8.1,203.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.1,1.0,8.2,182.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.8,1.5,7.5,207.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,1.0,6.6,223.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.2,0.3,5.2,191.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.6,0.5,4.1,190.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.1,0.5,6.1,186.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,1.5,8.0,197.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.3,4.0,240.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,1.0,7.1,216.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.9,0.3,6.0,235.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.9,0.5,3.5,202.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,1.0,7.9,219.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.5,0.3,4.7,196.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.3,0.5,5.2,175.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.4,1.0,6.9,197.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.9,0.3,4.2,186.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.2,0.5,4.5,183.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.5,6.9,169.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.6,1.0,5.6,199.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.3,1.0,4.7,193.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.4,0.5,7.0,227.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,1.5,7.2,205.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.4,0.5,4.8,182.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,1.5,7.1,207.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.2,1.0,5.1,200.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,4.1,192.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.4,0.3,5.0,243.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.3,6.8,227.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.5,0.5,6.5,172.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.9,0.3,6.0,183.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.6,1.0,4.0,246.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.2,1.0,7.8,216.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.3,5.3,238.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,1.5,6.8,215.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.4,0.5,5.7,207.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,1.0,7.4,224.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.5,4.6,247.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.8,0.3,6.8,208.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.5,1.0,6.0,198.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.2,0.5,4.2,199.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.4,0.3,6.1,199.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.3,6.1,231.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.5,6.9,177.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,1.0,5.8,211.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.2,1.5,7.2,191.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.6,1.0,6.6,210.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,1.5,8.7,181.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.5,1.0,4.0,198.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,1.5,8.2,206.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,1.0,7.7,198.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.7,1.0,5.3,188.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.2,1.5,6.1,205.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.2,0.3,4.4,173.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.7,1.0,7.1,213.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.3,4.1,243.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,1.0,8.6,204.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.8,1.5,7.7,210.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.7,0.3,5.5,176.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.5,0.3,5.1,199.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,1.0,6.2,231.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,1.5,6.0,219.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.1,0.3,6.2,207.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.2,0.5,6.4,185.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.4,1.5,5.9,181.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.9,1.0,5.3,185.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.3,4.5,183.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.9,1.0,3.5,190.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.6,1.0,8.0,196.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.7,1.0,6.1,197.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.5,0.5,7.6,194.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.3,0.3,4.5,190.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.2,0.5,6.5,162.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.3,1.0,4.5,217.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.8,0.3,5.1,230.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.2,0.5,4.2,188.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.9,0.3,4.4,193.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.4,0.5,5.3,220.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.5,0.3,3.8,185.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.9,1.5,6.3,199.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.3,5.9,237.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.6,0.5,4.8,183.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.9,0.3,6.6,205.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.7,0.3,6.9,185.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.3,0.3,4.8,160.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.8,0.5,5.4,182.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.3,0.3,5.2,238.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,1.0,6.5,219.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.9,0.3,5.7,191.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.6,1.0,6.9,203.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.9,0.5,4.2,185.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.8,1.0,7.0,194.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,1.0,6.4,186.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.2,1.0,7.0,187.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.3,4.8,200.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.4,1.0,7.7,183.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.7,1.0,6.0,207.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,1.0,7.5,217.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.1,1.0,4.7,204.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.9,1.0,6.4,230.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.1,0.3,5.8,198.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.5,7.9,218.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.3,6.4,209.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.8,0.3,5.7,197.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,1.5,8.2,193.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.4,1.0,5.0,193.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.5,5.8,198.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.3,6.0,174.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.4,0.3,5.9,206.0
